Date,Price,Open,High,Low,Vol.,Change %
21-Aug-17,"3,403.00","3,475.10","3,505.60","3,371.10",2.01K,-2.08%
20-Aug-17,"3,475.10","3,565.40","3,573.90","3,474.10",0.85K,-2.53%
19-Aug-17,"3,565.40","3,517.60","3,587.80","3,425.60",1.08K,1.36%
18-Aug-17,"3,517.60","3,682.40","3,738.20","3,410.00",2.27K,-4.48%
17-Aug-17,"3,682.40","3,726.80","3,865.10","3,601.00",2.58K,-1.19%
16-Aug-17,"3,726.80","3,566.80","3,747.00","3,365.90",2.13K,4.48%
15-Aug-17,"3,566.80","3,678.40","3,793.30","3,248.50",4.11K,-3.03%
14-Aug-17,"3,678.40","3,453.90","3,700.00","3,387.00",2.83K,6.50%
13-Aug-17,"3,453.90","3,304.10","3,582.20","3,226.80",2.14K,4.53%
12-Aug-17,"3,304.10","3,112.50","3,386.90","3,080.00",1.98K,6.16%
11-Aug-17,"3,112.50","2,948.30","3,177.10","2,933.40",1.89K,5.57%
10-Aug-17,"2,948.30","2,867.60","5,000.00","2,840.40",1.59K,2.82%
9-Aug-17,"2,867.60","2,934.00","2,947.80","2,775.60",1.70K,-2.26%
8-Aug-17,"2,934.00","2,902.80","2,982.70","2,856.40",2.14K,1.07%
7-Aug-17,"2,902.80","2,750.00","2,925.60","2,725.00",1.59K,5.56%
6-Aug-17,"2,750.00","2,762.10","2,796.10","2,675.20",0.84K,-0.44%
5-Aug-17,"2,762.10","2,431.10","2,850.00","2,431.10",2.33K,13.61%
4-Aug-17,"2,431.10","2,365.70","2,445.00","2,344.80",1.10K,2.76%
3-Aug-17,"2,365.70","2,292.00","2,375.00","2,292.00",0.87K,3.22%
2-Aug-17,"2,292.00","2,333.40","2,353.60","2,247.40",1.20K,-1.78%
1-Aug-17,"2,333.40","2,427.00","2,499.00","2,235.00",1.67K,-3.86%
31-Jul-17,"2,427.00","2,342.00","2,475.00","2,314.60",1.07K,3.63%
30-Jul-17,"2,342.00","2,312.40","2,360.00","2,208.10",0.77K,1.28%
29-Jul-17,"2,312.40","2,380.50","2,386.40","2,254.90",1.07K,-2.86%
28-Jul-17,"2,380.50","2,297.10","2,425.00","2,276.00",1.48K,3.63%
27-Jul-17,"2,297.10","2,185.00","2,319.70","2,178.40",1.18K,5.13%
26-Jul-17,"2,185.00","2,214.30","2,250.00","2,103.00",1.19K,-1.32%
25-Jul-17,"2,214.30","2,387.30","2,402.00","2,112.10",2.15K,-7.24%
24-Jul-17,"2,387.30","2,364.50","2,421.80","2,351.20",1.03K,0.96%
23-Jul-17,"2,364.50","2,424.10","2,447.00","2,314.00",0.91K,-2.46%
22-Jul-17,"2,424.10","2,298.00","2,468.90","2,284.20",1.01K,5.49%
21-Jul-17,"2,298.00","2,464.30","2,479.90","2,238.60",1.95K,-6.75%
20-Jul-17,"2,464.30","1,976.40","2,546.70","1,966.90",3.66K,24.68%
19-Jul-17,"1,976.40","2,006.60","2,090.00","1,915.00",1.94K,-1.50%
18-Jul-17,"2,006.60","1,942.40","2,078.90","1,880.00",2.30K,3.31%
17-Jul-17,"1,942.40","1,657.70","1,945.00","1,656.40",2.09K,17.17%
16-Jul-17,"1,657.70","1,730.00","1,780.00","1,552.20",2.09K,-4.18%
15-Jul-17,"1,730.00","1,947.00","1,951.80","1,714.10",1.62K,-11.15%
14-Jul-17,"1,947.00","2,059.00","2,076.60","1,889.30",1.46K,-5.44%
13-Jul-17,"2,059.00","2,103.50","2,125.00","2,037.80",1.01K,-2.12%
12-Jul-17,"2,103.50","2,028.80","2,122.10","1,972.00",1.53K,3.68%
11-Jul-17,"2,028.80","2,071.70","2,134.60","1,975.00",1.78K,-2.07%
10-Jul-17,"2,071.70","2,221.20","2,221.50","1,990.30",1.82K,-6.73%
9-Jul-17,"2,221.20","2,250.00","2,250.30","2,221.20",0.40K,-1.28%
8-Jul-17,"2,250.00","2,203.20","2,250.00","2,170.00",0.57K,2.12%
7-Jul-17,"2,203.20","2,297.30","2,312.30","2,170.50",1.15K,-4.10%
6-Jul-17,"2,297.30","2,307.40","2,319.00","2,280.00",0.73K,-0.44%
5-Jul-17,"2,307.40","2,295.10","2,320.00","2,244.60",0.96K,0.54%
4-Jul-17,"2,295.10","2,252.40","2,325.00","2,250.00",1.34K,1.89%
3-Jul-17,"2,252.40","2,205.00","2,274.80","2,183.60",1.04K,2.15%
2-Jul-17,"2,205.00","2,128.90","2,228.10","2,086.80",0.75K,3.57%
1-Jul-17,"2,128.90","2,140.10","2,196.70","2,075.60",0.89K,-0.52%
30-Jun-17,"2,140.10","2,235.00","2,250.00","2,133.70",1.03K,-4.25%
29-Jun-17,"2,235.00","2,261.20","2,280.50","2,221.00",0.87K,-1.16%
28-Jun-17,"2,261.20","2,274.10","2,300.00","2,178.10",1.48K,-0.57%
27-Jun-17,"2,274.10","2,176.40","2,275.00","2,021.30",2.09K,4.49%
26-Jun-17,"2,176.40","2,251.30","2,287.90","2,005.40",1.80K,-3.33%
25-Jun-17,"2,251.30","2,308.40","2,350.00","2,169.00",0.80K,-2.47%
24-Jun-17,"2,308.40","2,425.00","2,445.00","2,250.00",0.85K,-4.81%
23-Jun-17,"2,425.00","2,419.80","2,443.70","2,399.60",0.72K,0.22%
22-Jun-17,"2,419.80","2,365.60","2,450.00","2,325.00",1.22K,2.29%
21-Jun-17,"2,365.60","2,444.20","2,487.40","2,329.00",1.50K,-3.21%
20-Jun-17,"2,444.20","2,329.10","2,521.60","2,321.30",1.87K,4.94%
19-Jun-17,"2,329.10","2,252.40","2,329.10","2,225.00",1.25K,3.41%
18-Jun-17,"2,252.40","2,370.00","2,386.50","2,208.30",0.89K,-4.96%
17-Jun-17,"2,370.00","2,229.30","2,393.60","2,181.10",0.95K,6.31%
16-Jun-17,"2,229.30","2,172.50","2,269.00","2,066.60",2.27K,2.62%
15-Jun-17,"2,172.50","2,183.50","2,246.50","1,837.20",4.76K,-0.50%
14-Jun-17,"2,183.50","2,429.40","2,511.30","2,090.90",2.53K,-10.12%
13-Jun-17,"2,429.40","2,382.80","2,495.80","2,361.60",2.04K,1.95%
12-Jun-17,"2,382.80","2,667.50","2,670.00","2,210.50",2.82K,-10.67%
11-Jun-17,"2,667.50","2,601.30","2,670.00","2,561.50",1.76K,2.54%
10-Jun-17,"2,601.30","2,531.50","2,609.00","2,520.90",1.18K,2.76%
9-Jun-17,"2,531.50","2,505.00","2,574.00","2,487.90",1.47K,1.06%
8-Jun-17,"2,505.00","2,401.40","2,522.90","2,340.00",1.93K,4.31%
7-Jun-17,"2,401.40","2,573.30","2,581.80","2,321.20",2.61K,-6.68%
6-Jun-17,"2,573.30","2,400.00","2,621.90","2,378.60",2.75K,7.22%
5-Jun-17,"2,400.00","2,250.10","2,400.00","2,250.10",1.33K,6.66%
4-Jun-17,"2,250.10","2,272.80","2,283.80","2,203.30",0.93K,-1.00%
3-Jun-17,"2,272.80","2,224.70","2,318.40","2,190.70",1.24K,2.16%
2-Jun-17,"2,224.70","2,164.20","2,224.70","2,133.50",1.24K,2.80%
1-Jun-17,"2,164.20","2,057.90","2,220.00","2,056.90",2.11K,5.16%
31-May-17,"2,057.90","1,953.70","2,090.00","1,850.00",2.86K,5.33%
30-May-17,"1,953.70","2,052.80","2,103.00","1,892.50",2.37K,-4.83%
29-May-17,"2,052.80","1,993.70","2,122.90","1,931.00",1.76K,2.96%
28-May-17,"1,993.70","1,874.60","2,108.10","1,874.60",1.73K,6.36%
27-May-17,"1,874.60","2,039.40","2,080.00","1,688.70",3.19K,-8.08%
26-May-17,"2,039.40","2,105.80","2,387.00","1,827.30",3.31K,-3.16%
25-May-17,"2,105.80","2,176.00","2,515.80","2,029.00",3.89K,-3.22%
24-May-17,"2,176.00","2,020.80","2,222.50","2,020.80",2.04K,7.68%
23-May-17,"2,020.80","1,877.10","2,025.00","1,840.00",1.95K,7.65%
