Date,Price,Open,High,Low,Vol.,Change %
13-Feb-17,"6,881.60","6,909.60","7,280.10","6,691.00",0.05K,-0.41%
12-Feb-17,"6,909.60","6,877.30","7,020.80","6,832.30",0.01K,0.47%
11-Feb-17,"6,877.30","6,881.10","7,021.00","6,578.30",0.03K,-0.06%
10-Feb-17,"6,881.10","6,869.40","7,423.90","6,559.20",0.07K,0.17%
9-Feb-17,"6,869.40","7,172.50","7,456.10","6,550.50",0.27K,-4.23%
8-Feb-17,"7,172.50","7,235.10","7,566.50","6,992.10",0.06K,-0.86%
7-Feb-17,"7,235.10","7,043.50","7,566.50","6,987.10",0.15K,2.72%
6-Feb-17,"7,043.50","6,925.50","7,052.30","6,861.80",0.04K,1.70%
5-Feb-17,"6,925.50","6,973.30","7,070.40","6,842.50",0.02K,-0.69%
4-Feb-17,"6,973.30","6,998.20","7,023.60","6,670.10",0.05K,-0.36%
3-Feb-17,"6,998.20","6,841.90","7,032.20","6,650.40",0.08K,2.28%
2-Feb-17,"6,841.90","6,743.20","6,882.40","6,538.50",0.13K,1.46%
1-Feb-17,"6,743.20","6,603.30","6,795.90","6,020.30",0.20K,2.12%
31-Jan-17,"6,603.30","6,313.30","6,607.70","6,022.60",0.19K,4.59%
30-Jan-17,"6,313.30","6,296.80","6,344.40","6,233.50",0.05K,0.26%
29-Jan-17,"6,296.80","6,293.70","6,357.90","6,261.80",0.00K,0.05%
28-Jan-17,"6,293.70","6,218.00","6,357.20","6,200.10",0.01K,1.25%
27-Jan-17,"6,216.20","6,221.00","6,326.40","6,099.90",0.04K,-0.08%
26-Jan-17,"6,221.00","6,080.40","6,338.80","6,067.50",0.16K,2.31%
25-Jan-17,"6,080.40","6,118.90","6,318.30","6,071.20",0.05K,-0.63%
24-Jan-17,"6,118.90","6,305.70","6,332.10","6,104.70",0.10K,-2.96%
23-Jan-17,"6,305.70","6,307.80","6,388.40","6,058.90",0.03K,-0.03%
22-Jan-17,"6,307.80","6,300.80","6,395.10","5,720.90",0.05K,0.11%
21-Jan-17,"6,300.80","6,211.20","6,360.80","6,034.10",0.10K,1.44%
20-Jan-17,"6,211.20","6,193.10","6,322.60","5,995.20",0.02K,0.29%
19-Jan-17,"6,193.10","5,898.20","6,285.30","5,871.60",0.05K,5.00%
18-Jan-17,"5,898.20","6,220.40","6,328.30","5,692.30",0.24K,-5.18%
17-Jan-17,"6,220.40","5,737.60","6,269.30","5,501.90",0.18K,8.41%
16-Jan-17,"5,737.60","5,591.10","5,765.20","5,319.50",0.03K,2.62%
15-Jan-17,"5,591.10","5,521.10","6,182.60","5,320.00",0.06K,1.27%
14-Jan-17,"5,521.10","5,657.80","6,182.90","5,516.30",0.01K,-2.42%
13-Jan-17,"5,657.80","5,650.40","5,669.20","5,317.40",0.10K,0.13%
12-Jan-17,"5,650.40","5,356.50","6,352.10","5,272.20",0.13K,5.49%
11-Jan-17,"5,356.50","6,291.00","6,390.00","5,356.30",0.15K,-14.86%
10-Jan-17,"6,291.00","6,363.30","6,363.30","6,105.30",0.04K,-1.14%
9-Jan-17,"6,363.30","6,524.80","6,637.80","6,075.10",0.11K,-2.47%
8-Jan-17,"6,524.80","6,231.60","6,645.50","5,624.50",0.05K,4.70%
7-Jan-17,"6,231.60","6,422.80","6,779.60","5,624.70",0.16K,-2.98%
6-Jan-17,"6,422.80","6,737.80","8,181.30","5,887.50",0.13K,-4.67%
5-Jan-17,"6,737.80","7,690.10","8,205.80","6,064.50",0.43K,-12.38%
4-Jan-17,"7,690.10","6,830.10","7,690.50","6,806.00",0.22K,12.59%
3-Jan-17,"6,830.10","6,900.80","7,283.30","6,764.70",0.12K,-1.02%
2-Jan-17,"6,900.80","6,784.50","7,274.60","6,605.50",0.02K,1.72%
1-Jan-17,"6,784.50","6,609.00","6,806.30","6,545.70",0.05K,2.65%
