Date,Price,Open,High,Low,Vol.,Change %
1-Jan-18,"13,444.90","13,850.50","13,921.50","12,877.70",78.43K,-2.93%
31-Dec-17,"13,850.40","12,532.40","14,241.80","12,359.40",111.27K,10.52%
30-Dec-17,"12,531.50","14,392.10","14,461.50","11,962.10",182.07K,-12.93%
29-Dec-17,"14,392.60","14,398.50","15,109.80","13,951.10",118.88K,-0.04%
28-Dec-17,"14,398.70","15,416.30","15,505.50","13,466.10",170.37K,-6.60%
27-Dec-17,"15,416.60","15,757.00","16,514.60","14,534.70",138.71K,-2.16%
26-Dec-17,"15,756.60","13,830.20","16,094.70","13,748.50",143.14K,13.90%
25-Dec-17,"13,833.50","13,790.00","14,467.40","13,010.70",107.48K,0.32%
24-Dec-17,"13,790.00","14,396.60","14,413.70","12,166.50",182.42K,-4.21%
23-Dec-17,"14,396.50","13,665.00","15,493.20","13,356.10",170.17K,5.35%
22-Dec-17,"13,665.00","15,632.10","15,823.70","10,875.70",466.98K,-12.58%
21-Dec-17,"15,632.10","16,461.10","17,301.80","14,953.00",163.74K,-5.04%
20-Dec-17,"16,462.00","17,521.70","17,813.60","15,642.70",227.68K,-6.06%
19-Dec-17,"17,523.70","18,971.20","19,022.00","16,812.80",174.54K,-7.64%
18-Dec-17,"18,972.30","19,065.70","19,221.10","18,114.40",139.25K,-0.49%
17-Dec-17,"19,065.70","19,346.60","19,870.60","18,750.90",117.41K,-1.45%
16-Dec-17,"19,345.50","17,594.10","19,587.70","17,318.50",112.17K,9.89%
15-Dec-17,"17,604.80","16,467.90","17,987.00","16,442.20",153.65K,6.90%
14-Dec-17,"16,467.90","16,286.80","16,941.10","16,023.60",107.92K,1.11%
13-Dec-17,"16,286.80","17,083.90","17,268.00","15,669.90",155.41K,-4.67%
12-Dec-17,"17,083.90","16,733.30","17,560.70","16,254.50",132.85K,2.10%
11-Dec-17,"16,732.50","15,060.50","17,399.20","15,024.60",159.73K,11.11%
10-Dec-17,"15,059.60","14,840.00","15,783.20","13,031.00",201.62K,1.46%
9-Dec-17,"14,843.40","16,048.20","16,313.20","13,151.50",181.98K,-7.50%
8-Dec-17,"16,047.60","16,868.00","17,294.80","13,906.10",286.76K,-4.76%
7-Dec-17,"16,850.30","13,750.10","16,879.30","13,401.60",297.11K,22.55%
6-Dec-17,"13,749.60","11,667.10","13,843.20","11,661.80",191.58K,17.85%
5-Dec-17,"11,667.10","11,624.40","11,901.90","11,486.10",89.69K,0.37%
4-Dec-17,"11,623.90","11,244.20","11,624.60","10,917.80",93.17K,3.36%
3-Dec-17,"11,246.20","10,912.70","11,851.10","10,578.40",122.13K,3.06%
2-Dec-17,"10,912.70","10,861.50","11,175.20","10,715.50",86.83K,0.47%
1-Dec-17,"10,861.50","9,947.10","10,942.80","9,420.90",131.92K,9.20%
30-Nov-17,"9,946.80","9,848.00","10,689.10","9,023.80",187.01K,1.11%
29-Nov-17,"9,837.90","9,906.00","11,417.80","8,938.70",233.33K,-0.69%
28-Nov-17,"9,906.00","9,732.60","9,969.60","9,638.20",87.76K,1.78%
27-Nov-17,"9,733.20","9,318.40","9,733.60","9,316.80",106.90K,4.45%
26-Nov-17,"9,318.40","8,754.60","9,474.60","8,746.60",85.89K,6.44%
25-Nov-17,"8,754.70","8,203.50","8,762.00","8,153.70",84.67K,6.75%
24-Nov-17,"8,200.80","8,013.40","8,332.90","7,900.20",73.00K,2.34%
23-Nov-17,"8,013.40","8,234.50","8,266.50","8,012.40",68.01K,-2.69%
22-Nov-17,"8,234.50","8,099.90","8,304.40","8,091.60",65.81K,1.66%
21-Nov-17,"8,100.00","8,245.90","8,368.40","7,819.10",115.45K,-1.76%
20-Nov-17,"8,244.70","8,042.60","8,294.10","7,947.30",75.70K,2.51%
19-Nov-17,"8,042.60","7,781.00","8,100.90","7,675.40",68.62K,3.36%
18-Nov-17,"7,780.90","7,700.00","7,857.50","7,458.90",74.38K,1.05%
17-Nov-17,"7,700.00","7,853.70","8,000.20","7,534.70",117.35K,-1.96%
16-Nov-17,"7,853.70","7,283.00","7,964.60","7,119.20",133.94K,7.83%
15-Nov-17,"7,283.20","6,597.10","7,330.10","6,596.90",131.12K,10.40%
14-Nov-17,"6,597.10","6,522.50","6,728.60","6,419.20",96.50K,1.14%
13-Nov-17,"6,522.50","5,878.10","6,760.10","5,828.30",178.34K,10.96%
12-Nov-17,"5,878.10","6,339.90","6,490.50","5,493.60",269.83K,-7.28%
11-Nov-17,"6,339.90","6,565.80","6,821.50","6,197.90",135.72K,-3.44%
10-Nov-17,"6,565.80","7,129.60","7,319.00","6,406.00",222.00K,-7.91%
9-Nov-17,"7,129.60","7,444.40","7,457.10","7,040.80",126.77K,-4.23%
8-Nov-17,"7,444.40","7,102.20","7,869.10","7,027.00",220.22K,4.81%
7-Nov-17,"7,102.80","6,959.30","7,222.40","6,957.80",101.05K,2.06%
6-Nov-17,"6,959.20","7,389.50","7,429.70","6,934.70",159.69K,-5.82%
5-Nov-17,"7,389.50","7,363.80","7,599.40","7,284.30",105.73K,0.35%
4-Nov-17,"7,363.80","7,147.00","7,492.20","6,957.80",106.60K,2.96%
3-Nov-17,"7,152.10","7,024.80","7,445.60","6,938.90",154.89K,1.81%
2-Nov-17,"7,024.80","6,737.80","7,339.90","6,737.80",238.80K,4.26%
1-Nov-17,"6,737.80","6,449.10","6,738.70","6,355.00",133.19K,4.44%
31-Oct-17,"6,451.20","6,124.30","6,467.20","6,090.80",101.25K,5.34%
30-Oct-17,"6,124.30","6,147.70","6,226.20","6,019.00",78.62K,-0.38%
29-Oct-17,"6,147.50","5,726.60","6,295.40","5,679.40",163.06K,7.35%
28-Oct-17,"5,726.60","5,764.60","5,871.00","5,654.80",53.23K,-0.66%
27-Oct-17,"5,764.60","5,887.60","5,997.80","5,692.30",83.93K,-2.09%
26-Oct-17,"5,887.60","5,734.00","5,970.40","5,689.90",93.68K,2.68%
25-Oct-17,"5,734.00","5,513.10","5,748.00","5,375.60",105.84K,4.01%
24-Oct-17,"5,513.10","5,903.60","5,904.60","5,463.40",143.74K,-6.62%
23-Oct-17,"5,903.60","5,982.90","6,049.00","5,644.20",137.14K,-1.32%
22-Oct-17,"5,982.90","6,006.60","6,070.60","5,723.00",105.03K,-0.40%
21-Oct-17,"6,006.60","5,993.10","6,187.20","5,874.50",112.94K,0.23%
20-Oct-17,"5,993.10","5,698.60","6,075.30","5,611.40",123.86K,5.17%
19-Oct-17,"5,698.60","5,576.70","5,737.40","5,517.60",83.06K,2.20%
18-Oct-17,"5,575.80","5,598.60","5,601.30","5,114.90",122.02K,-0.41%
17-Oct-17,"5,598.60","5,759.30","5,773.30","5,521.10",65.64K,-2.79%
16-Oct-17,"5,759.30","5,677.40","5,795.30","5,576.10",61.36K,1.25%
15-Oct-17,"5,688.10","5,824.70","5,862.70","5,448.20",101.64K,-2.34%
14-Oct-17,"5,824.70","5,637.30","5,839.60","5,568.90",76.22K,3.33%
13-Oct-17,"5,637.30","5,432.60","5,852.80","5,392.00",215.02K,3.77%
12-Oct-17,"5,432.60","4,824.20","5,432.60","4,815.00",163.92K,12.61%
11-Oct-17,"4,824.20","4,763.40","4,874.90","4,718.60",70.48K,1.28%
10-Oct-17,"4,763.40","4,777.50","4,930.00","4,722.80",98.49K,-0.30%
9-Oct-17,"4,777.50","4,611.70","4,875.40","4,556.10",110.19K,3.59%
8-Oct-17,"4,611.70","4,435.80","4,622.90","4,419.40",71.37K,3.97%
7-Oct-17,"4,435.80","4,371.90","4,472.90","4,319.50",40.20K,1.46%
6-Oct-17,"4,371.90","4,321.40","4,422.10","4,296.90",61.69K,1.17%
5-Oct-17,"4,321.40","4,218.70","4,365.80","4,143.40",63.61K,2.44%
4-Oct-17,"4,218.70","4,314.20","4,355.30","4,183.60",64.08K,-2.21%
3-Oct-17,"4,314.20","4,401.30","4,436.00","4,230.70",81.87K,-1.98%
2-Oct-17,"4,401.30","4,403.10","4,477.40","4,364.70",71.20K,-0.04%
1-Oct-17,"4,403.10","4,360.60","4,412.60","4,258.30",60.58K,0.97%
30-Sep-17,"4,360.60","4,172.80","4,383.30","4,164.30",67.49K,4.50%
29-Sep-17,"4,172.80","4,195.60","4,237.50","4,030.40",97.80K,-0.54%
28-Sep-17,"4,195.60","4,212.20","4,274.60","4,112.90",92.23K,-0.39%
27-Sep-17,"4,212.20","3,892.70","4,232.40","3,882.10",117.60K,8.21%
26-Sep-17,"3,892.70","3,932.80","3,982.30","3,858.80",63.25K,-1.02%
25-Sep-17,"3,932.80","3,667.50","3,971.50","3,665.70",100.20K,7.23%
24-Sep-17,"3,667.50","3,788.00","3,790.90","3,633.90",49.66K,-3.18%
23-Sep-17,"3,788.00","3,600.80","3,813.40","3,563.20",67.82K,5.20%
22-Sep-17,"3,600.80","3,617.30","3,753.50","3,505.80",114.72K,-0.45%
21-Sep-17,"3,617.30","3,882.20","3,912.80","3,576.50",145.13K,-6.82%
20-Sep-17,"3,882.20","3,908.00","4,053.00","3,846.80",86.65K,-0.66%
19-Sep-17,"3,908.00","4,100.30","4,120.70","3,852.20",123.22K,-4.69%
18-Sep-17,"4,100.30","3,689.60","4,122.80","3,689.00",147.93K,11.13%
17-Sep-17,"3,689.60","3,698.90","3,796.60","3,485.80",96.07K,-0.25%
16-Sep-17,"3,698.90","3,713.80","3,893.70","3,551.80",169.36K,-0.40%
15-Sep-17,"3,713.80","3,243.10","3,824.40","2,979.90",448.55K,14.51%
14-Sep-17,"3,243.10","3,870.30","3,930.70","3,219.00",317.59K,-16.21%
13-Sep-17,"3,870.30","4,158.90","4,174.60","3,752.00",186.54K,-6.94%
12-Sep-17,"4,158.90","4,217.90","4,387.80","4,075.00",107.04K,-1.40%
11-Sep-17,"4,217.90","4,245.90","4,364.40","4,134.60",88.76K,-0.66%
10-Sep-17,"4,245.90","4,335.10","4,338.10","4,032.10",108.08K,-2.06%
9-Sep-17,"4,335.10","4,326.50","4,402.10","4,185.30",77.09K,0.20%
8-Sep-17,"4,326.50","4,635.60","4,699.60","4,130.90",180.36K,-6.67%
7-Sep-17,"4,635.60","4,618.70","4,690.50","4,493.20",70.53K,0.37%
6-Sep-17,"4,618.70","4,409.10","4,660.00","4,401.50",110.93K,4.75%
5-Sep-17,"4,409.10","4,267.50","4,496.70","4,004.60",158.41K,3.32%
4-Sep-17,"4,267.50","4,612.90","4,621.00","4,098.60",170.40K,-7.49%
3-Sep-17,"4,612.90","4,573.80","4,719.80","4,397.70",102.82K,0.86%
2-Sep-17,"4,573.80","4,921.90","4,976.50","4,448.60",160.77K,-7.07%
1-Sep-17,"4,921.90","4,735.10","4,925.20","4,690.20",102.01K,3.94%
31-Aug-17,"4,735.10","4,583.00","4,765.10","4,580.10",72.29K,3.32%
30-Aug-17,"4,583.00","4,597.30","4,644.10","4,491.80",68.47K,-0.31%
29-Aug-17,"4,597.30","4,390.30","4,647.80","4,350.20",100.80K,4.71%
28-Aug-17,"4,390.30","4,345.80","4,403.10","4,195.20",75.49K,1.03%
27-Aug-17,"4,345.80","4,352.30","4,408.20","4,321.10",42.52K,-0.15%
26-Aug-17,"4,352.30","4,364.40","4,379.30","4,263.30",46.16K,-0.28%
25-Aug-17,"4,364.40","4,318.40","4,461.70","4,292.60",82.90K,1.07%
24-Aug-17,"4,318.40","4,141.10","4,364.10","4,111.70",72.36K,4.28%
23-Aug-17,"4,141.10","4,089.70","4,255.60","4,070.50",96.65K,1.26%
22-Aug-17,"4,089.70","4,005.10","4,142.70","3,612.20",169.14K,2.11%
21-Aug-17,"4,005.10","4,066.60","4,097.30","3,966.90",90.65K,-1.51%
20-Aug-17,"4,066.60","4,150.50","4,182.30","4,034.40",70.16K,-2.02%
19-Aug-17,"4,150.50","4,105.40","4,189.70","3,957.50",113.72K,1.10%
18-Aug-17,"4,105.40","4,278.90","4,362.70","3,978.30",144.40K,-4.06%
17-Aug-17,"4,278.90","4,387.40","4,487.50","4,194.10",127.48K,-2.47%
16-Aug-17,"4,387.40","4,161.70","4,398.10","3,938.60",112.90K,5.42%
15-Aug-17,"4,161.70","4,327.90","4,436.50","3,837.10",211.58K,-3.84%
14-Aug-17,"4,327.90","4,062.60","4,336.70","3,978.90",128.46K,6.53%
13-Aug-17,"4,062.60","3,871.60","4,189.40","3,847.30",158.59K,4.93%
12-Aug-17,"3,871.60","3,654.40","3,967.30","3,611.40",123.59K,5.94%
11-Aug-17,"3,654.40","3,425.70","3,706.50","3,409.80",97.56K,6.68%
10-Aug-17,"3,425.70","3,348.80","3,453.80","3,322.90",71.00K,2.30%
9-Aug-17,"3,348.80","3,429.40","3,437.10","3,251.00",97.06K,-2.35%
8-Aug-17,"3,429.40","3,401.90","3,494.90","3,357.10",106.94K,0.81%
7-Aug-17,"3,401.90","3,232.00","3,425.10","3,198.50",88.11K,5.26%
